id,title,description,courseTitle
task_96b0b3cd14d44ac7b2a99a46d522b3f4,Case Study: Internasjonal,Design an engaging workshop activity that teaches peers about internasjonal handel og velferdsteori. Provide a facilitator’s guide and the necessary handouts.,Internasjonal handel og velferdsteori
task_7cde06b957c640c28e452c15b30d0142,Presentation: Internasjonal,Collaborate with classmates to develop a group presentation on internasjonal handel og velferdsteori. Deliver a 10‑minute talk accompanied by visual aids.,Internasjonal handel og velferdsteori
task_138f845889494402ad933fa581357031,Project Proposal: Internasjonal,Draft a research brief summarising current trends and debates surrounding internasjonal handel og velferdsteori. Limit your brief to 1000 words.,Internasjonal handel og velferdsteori
task_339fd20566f9430f8325e19e294a368d,Simulation Exercise: Internasjonal,Complete a detailed case study focusing on internasjonal handel og velferdsteori within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Internasjonal handel og velferdsteori
task_91db5d660af04c56ba7c39f949b6a3ef,Concept Map: Internasjonal,Design an engaging workshop activity that teaches peers about internasjonal handel og velferdsteori. Provide a facilitator’s guide and the necessary handouts.,Internasjonal handel og velferdsteori
task_3a8f02a009a04445be2fc343ba02a350,Presentation: Internasjonal,Complete a detailed case study focusing on internasjonal handel og velferdsteori within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Internasjonal handel og velferdsteori
task_5de6210e438d4125b3506bea70d79ded,Research Brief: Internasjonal,Collaborate with classmates to develop a group presentation on internasjonal handel og velferdsteori. Deliver a 10‑minute talk accompanied by visual aids.,Internasjonal handel og velferdsteori
task_f221f33c007048058f10dfc7a800abe0,Concept Map: Internasjonal,"Using real or synthetic data, perform an in‑depth analysis related to internasjonal handel og velferdsteori. Present your results in a short technical memo (max 2 pages).",Internasjonal handel og velferdsteori
task_e0fa2e6475284d4c93172f6debeb1baa,Research Brief: Internasjonal,Create an informative infographic that illustrates key aspects of internasjonal handel og velferdsteori. The file should be ready for digital publication.,Internasjonal handel og velferdsteori
task_e1a295d6b6484e9fab29234a2f51b455,Case Study: Internasjonal,Collaborate with classmates to develop a group presentation on internasjonal handel og velferdsteori. Deliver a 10‑minute talk accompanied by visual aids.,Internasjonal handel og velferdsteori
task_9ee2b01518784476af034d50e32198d1,Reflection Essay: Internasjonal,"Write a concise reflection essay exploring internasjonal handel og velferdsteori. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Internasjonal handel og velferdsteori
task_8ac5b77c22414a679d301570d4e76af5,Peer Review: Internasjonal,Collaborate with classmates to develop a group presentation on internasjonal handel og velferdsteori. Deliver a 10‑minute talk accompanied by visual aids.,Internasjonal handel og velferdsteori
task_61bad1dacc6a4eb6ab51042d5c632f6b,Reflection Essay: Internasjonal,"Write a concise reflection essay exploring internasjonal handel og velferdsteori. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Internasjonal handel og velferdsteori
task_bcf9e8997d3540a9bb72fc81fce7e897,Infographic Design: Internasjonal,Design an engaging workshop activity that teaches peers about internasjonal handel og velferdsteori. Provide a facilitator’s guide and the necessary handouts.,Internasjonal handel og velferdsteori
task_119cf07249464a1094342f456ad619da,Simulation Exercise: Internasjonal,"Write a concise reflection essay exploring internasjonal handel og velferdsteori. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Internasjonal handel og velferdsteori
task_46dba54213c241fe82b06019f4f72b8c,Critical Summary: Internasjonal,"Write a concise reflection essay exploring internasjonal handel og velferdsteori. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Internasjonal handel og velferdsteori
task_9b655cdd40b542b69b88f54cd602be35,Reflection Essay: Internasjonal,Create an informative infographic that illustrates key aspects of internasjonal handel og velferdsteori. The file should be ready for digital publication.,Internasjonal handel og velferdsteori
task_002a0b9be36b4b849f645d13e2a20747,Reflection Essay: Internasjonal,Complete a detailed case study focusing on internasjonal handel og velferdsteori within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Internasjonal handel og velferdsteori
task_bdd04ed85626423e9e581f096dfe880c,Research Brief: Internasjonal,Design an engaging workshop activity that teaches peers about internasjonal handel og velferdsteori. Provide a facilitator’s guide and the necessary handouts.,Internasjonal handel og velferdsteori
task_3caf6ae7b928431eb17260697f5047d1,Case Study: Internasjonal,Create an informative infographic that illustrates key aspects of internasjonal handel og velferdsteori. The file should be ready for digital publication.,Internasjonal handel og velferdsteori
task_024073d17ff3486ebde26b1263a41cfd,Project Proposal: Internasjonal,Collaborate with classmates to develop a group presentation on internasjonal handel og velferdsteori. Deliver a 10‑minute talk accompanied by visual aids.,Internasjonal handel og velferdsteori
task_8eaf993182e14d4787363cca2b14c764,Infographic Design: Internasjonal,Design an engaging workshop activity that teaches peers about internasjonal handel og velferdsteori. Provide a facilitator’s guide and the necessary handouts.,Internasjonal handel og velferdsteori
task_d1823a3e816e49e4a5f98425f36122ee,Research Brief: Internasjonal,Draft a research brief summarising current trends and debates surrounding internasjonal handel og velferdsteori. Limit your brief to 1000 words.,Internasjonal handel og velferdsteori
task_ca4b62f59549403c9399e4ed947cad20,Reflection Essay: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_8f581fb5e50e48df93ac4129d7ae3e70,Infographic Design: Introduksjon,Design an engaging workshop activity that teaches peers about introduksjon til samfunnsøkonomi. Provide a facilitator’s guide and the necessary handouts.,Introduksjon til samfunnsøkonomi
task_5aef5999e90142faa577efcb2ff45d8c,Critical Summary: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_f4730e6d09c24ba1a18d2f885d3f3132,Concept Map: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_cf247c68129a416dac3f3b0e5e56fd2c,Research Brief: Introduksjon,Create an informative infographic that illustrates key aspects of introduksjon til samfunnsøkonomi. The file should be ready for digital publication.,Introduksjon til samfunnsøkonomi
task_b46e381c36b145e6befd907d6352a827,Case Study: Introduksjon,Design an engaging workshop activity that teaches peers about introduksjon til samfunnsøkonomi. Provide a facilitator’s guide and the necessary handouts.,Introduksjon til samfunnsøkonomi
task_55d4f4f26f9646daa86e21fe8db27782,Simulation Exercise: Introduksjon,Design an engaging workshop activity that teaches peers about introduksjon til samfunnsøkonomi. Provide a facilitator’s guide and the necessary handouts.,Introduksjon til samfunnsøkonomi
task_25fbfbd888ea4e3a8967e6df4d2119b1,Presentation: Introduksjon,"Develop a project proposal that applies course concepts to introduksjon til samfunnsøkonomi. Include objectives, methodology, timeline, and expected outcomes.",Introduksjon til samfunnsøkonomi
task_46ecdafa28294043906cd5803fe98314,Workshop: Introduksjon,"Using real or synthetic data, perform an in‑depth analysis related to introduksjon til samfunnsøkonomi. Present your results in a short technical memo (max 2 pages).",Introduksjon til samfunnsøkonomi
task_5cdfab55dea3453f9a1d91eb2bed3fc3,Case Study: Introduksjon,Complete a detailed case study focusing on introduksjon til samfunnsøkonomi within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Introduksjon til samfunnsøkonomi
task_bf43231cf1a444e9b5b46dfc5d58efae,Project Proposal: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_79aa533f46e34036a89375540146c869,Infographic Design: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_3766500a84e348d6bf80b9512bf57945,Simulation Exercise: Introduksjon,"Write a concise reflection essay exploring introduksjon til samfunnsøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjon til samfunnsøkonomi
task_90e1181cd8e84009b245d65add759465,Research Brief: Introduksjon,"Develop a project proposal that applies course concepts to introduksjon til samfunnsøkonomi. Include objectives, methodology, timeline, and expected outcomes.",Introduksjon til samfunnsøkonomi
task_587dbd686ad44493a2e22697c7e6b708,Simulation Exercise: Introduksjon,Draft a research brief summarising current trends and debates surrounding introduksjon til samfunnsøkonomi. Limit your brief to 1000 words.,Introduksjon til samfunnsøkonomi
task_7040bd388da44fb8b5cfb2136c44210e,Case Study: Introduksjon,Create an informative infographic that illustrates key aspects of introduksjon til samfunnsøkonomi. The file should be ready for digital publication.,Introduksjon til samfunnsøkonomi
task_9bf5585bec094049ac0d937415db5a05,Concept Map: Introduksjon,Collaborate with classmates to develop a group presentation on introduksjon til samfunnsøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Introduksjon til samfunnsøkonomi
task_edd4674fb3294b508d039d8dc5a693cb,Concept Map: Introduksjon,Collaborate with classmates to develop a group presentation on introduksjon til samfunnsøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Introduksjon til samfunnsøkonomi
task_0d485d589f6e4d83889235ba5fe885f5,Group Project: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_6ec93dd90a7e4a4583843c620bcbf32f,Research Brief: Introduksjonskurs,Complete a detailed case study focusing on introduksjonskurs i etikk within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Introduksjonskurs i etikk
task_42f37173e2134d288db48abbefcef08c,Reflection Essay: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_feaef921523b45a6b8f69869cdd874a7,Critical Summary: Introduksjonskurs,"Using real or synthetic data, perform an in‑depth analysis related to introduksjonskurs i etikk. Present your results in a short technical memo (max 2 pages).",Introduksjonskurs i etikk
task_e07ecc2d35f446ce8f99b64c96cd9381,Concept Map: Introduksjonskurs,"Using real or synthetic data, perform an in‑depth analysis related to introduksjonskurs i etikk. Present your results in a short technical memo (max 2 pages).",Introduksjonskurs i etikk
task_983b828e9f8349359e2a1db4b486a429,Group Project: Introduksjonskurs,Complete a detailed case study focusing on introduksjonskurs i etikk within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Introduksjonskurs i etikk
task_51c845cd2875498a9508b779bec9c177,Simulation Exercise: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_0fab527513c040148c56d183e6b895a1,Concept Map: Introduksjonskurs,Collaborate with classmates to develop a group presentation on introduksjonskurs i etikk. Deliver a 10‑minute talk accompanied by visual aids.,Introduksjonskurs i etikk
task_fe192daa0f6348b4ab49230367329524,Data Analysis Task: Introduksjonskurs,"Write a concise reflection essay exploring introduksjonskurs i etikk. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjonskurs i etikk
task_8fd8b8167f224455900b38faff379ed2,Critical Summary: Introduksjonskurs,Collaborate with classmates to develop a group presentation on introduksjonskurs i etikk. Deliver a 10‑minute talk accompanied by visual aids.,Introduksjonskurs i etikk
task_79842615c5fb450884a367d492e27a65,Reflection Essay: Introduksjonskurs,Design an engaging workshop activity that teaches peers about introduksjonskurs i etikk. Provide a facilitator’s guide and the necessary handouts.,Introduksjonskurs i etikk
task_5c5c580dccd74204af31b1454d68e1f7,Concept Map: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_ea0d20a4c2b74151a80f61eb63d7c76f,Case Study: Introduksjonskurs,Collaborate with classmates to develop a group presentation on introduksjonskurs i etikk. Deliver a 10‑minute talk accompanied by visual aids.,Introduksjonskurs i etikk
task_7cd53f8d5aa9411a82eefca8f77bb444,Project Proposal: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_5f59b3fa59604dd8af4b1aa1794192e3,Infographic Design: Introduksjonskurs,Design an engaging workshop activity that teaches peers about introduksjonskurs i etikk. Provide a facilitator’s guide and the necessary handouts.,Introduksjonskurs i etikk
task_7f2f13966c7149eca9483d274a5689aa,Research Brief: Introduksjonskurs,"Write a concise reflection essay exploring introduksjonskurs i etikk. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjonskurs i etikk
task_bb127da0f3764e82acca731201b2e699,Infographic Design: Introduksjonskurs,Complete a detailed case study focusing on introduksjonskurs i etikk within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Introduksjonskurs i etikk
task_ee5b40a179ac4dccae0ec00590316fd8,Presentation: Introduksjonskurs,"Write a concise reflection essay exploring introduksjonskurs i etikk. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Introduksjonskurs i etikk
task_29e433d5e6c34ecfafd0c1246421d130,Group Project: Introduksjonskurs,Draft a research brief summarising current trends and debates surrounding introduksjonskurs i etikk. Limit your brief to 1000 words.,Introduksjonskurs i etikk
task_2f49f7d654004bc48302e4cab403a210,Concept Map: Introduksjonskurs,Design an engaging workshop activity that teaches peers about introduksjonskurs i etikk. Provide a facilitator’s guide and the necessary handouts.,Introduksjonskurs i etikk
task_07d92f88453440d9a39553d5816acd6b,Project Proposal: Introduksjonskurs,Complete a detailed case study focusing on introduksjonskurs i etikk within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Introduksjonskurs i etikk
task_f63e5c0b72f34a95948b40516f4be852,Presentation: Introduksjonskurs,"Using real or synthetic data, perform an in‑depth analysis related to introduksjonskurs i etikk. Present your results in a short technical memo (max 2 pages).",Introduksjonskurs i etikk
task_3768e58bc01345d982868036dde270c7,Project Proposal: Introduksjonskurs,Design an engaging workshop activity that teaches peers about introduksjonskurs i etikk. Provide a facilitator’s guide and the necessary handouts.,Introduksjonskurs i etikk
task_0c349f5c044f4083b98ad391d391d310,Research Brief: Introduksjonskurs,Design an engaging workshop activity that teaches peers about introduksjonskurs i etikk. Provide a facilitator’s guide and the necessary handouts.,Introduksjonskurs i etikk
task_faf9409a2eed4dfbbe4e1380d4d17f46,Simulation Exercise: Investering,Create an informative infographic that illustrates key aspects of investering og finans. The file should be ready for digital publication.,Investering og finans
task_c511e843f88c4f378e8e84a71bf0449a,Group Project: Investering,Complete a detailed case study focusing on investering og finans within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Investering og finans
task_8cc5909fbcb342948357607094db4e41,Infographic Design: Investering,Collaborate with classmates to develop a group presentation on investering og finans. Deliver a 10‑minute talk accompanied by visual aids.,Investering og finans
task_55b7714cebc6466ebfdddfda3b2c980c,Simulation Exercise: Investering,Design an engaging workshop activity that teaches peers about investering og finans. Provide a facilitator’s guide and the necessary handouts.,Investering og finans
task_544a1fba4f414dc1915535ddbd2cb4a6,Infographic Design: Investering,Design an engaging workshop activity that teaches peers about investering og finans. Provide a facilitator’s guide and the necessary handouts.,Investering og finans
task_91f67f8b86ab43c3a8d4c2db3bdb3fff,Reflection Essay: Investering,"Using real or synthetic data, perform an in‑depth analysis related to investering og finans. Present your results in a short technical memo (max 2 pages).",Investering og finans
task_373141d7df34460cb7e57fcae927fb28,Concept Map: Investering,Draft a research brief summarising current trends and debates surrounding investering og finans. Limit your brief to 1000 words.,Investering og finans
task_4e5698817a53423082273b4d65f84165,Group Project: Investering,"Using real or synthetic data, perform an in‑depth analysis related to investering og finans. Present your results in a short technical memo (max 2 pages).",Investering og finans
task_55c2e9860e0d4a489209f39d02600e1a,Project Proposal: Investering,"Develop a project proposal that applies course concepts to investering og finans. Include objectives, methodology, timeline, and expected outcomes.",Investering og finans
task_cebe69c3bf0842d385945a3adf292f58,Peer Review: Investering,Complete a detailed case study focusing on investering og finans within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Investering og finans
task_b49c303120844aafa490f0fd44adaa5e,Research Brief: Investering,Draft a research brief summarising current trends and debates surrounding investering og finans. Limit your brief to 1000 words.,Investering og finans
task_14864e4d56bf4192b145bb1de60368a9,Research Brief: Investering,"Write a concise reflection essay exploring investering og finans. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Investering og finans
task_8a1030822c06453680049e6ef287c8f3,Case Study: Investering,Collaborate with classmates to develop a group presentation on investering og finans. Deliver a 10‑minute talk accompanied by visual aids.,Investering og finans
task_b2b12f111cbf4e9aa94e612a617727c8,Critical Summary: Investering,Collaborate with classmates to develop a group presentation on investering og finans. Deliver a 10‑minute talk accompanied by visual aids.,Investering og finans
task_a315f361cbaf420886a1148ed7c53310,Group Project: Investering,Complete a detailed case study focusing on investering og finans within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Investering og finans
task_b9b5d2520fc34850abe845e246213b4a,Workshop: Investering,"Using real or synthetic data, perform an in‑depth analysis related to investering og finans. Present your results in a short technical memo (max 2 pages).",Investering og finans
task_ebb9d28d588a4fb2ab548a52790d713f,Concept Map: Investering,"Write a concise reflection essay exploring investering og finans. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Investering og finans
task_f982d8db7d81440fa6303eb121de9f56,Case Study: Investering,"Develop a project proposal that applies course concepts to investering og finans. Include objectives, methodology, timeline, and expected outcomes.",Investering og finans
task_4467690e071844a6ac393fd91bc9e7da,Simulation Exercise: Investering,"Using real or synthetic data, perform an in‑depth analysis related to investering og finans. Present your results in a short technical memo (max 2 pages).",Investering og finans
task_09e79cc1b22d4eaa9fae10213fe43b66,Workshop: Kommunikasjon,Draft a research brief summarising current trends and debates surrounding kommunikasjon og kunstig intelligens. Limit your brief to 1000 words.,Kommunikasjon og kunstig intelligens
task_56f0d8e3a4144c70903cda27e86b48a0,Critical Summary: Kommunikasjon,Draft a research brief summarising current trends and debates surrounding kommunikasjon og kunstig intelligens. Limit your brief to 1000 words.,Kommunikasjon og kunstig intelligens
task_19a4f08b48a341bfab8afe04aa34e35e,Critical Summary: Kommunikasjon,Create an informative infographic that illustrates key aspects of kommunikasjon og kunstig intelligens. The file should be ready for digital publication.,Kommunikasjon og kunstig intelligens
task_1c5d9516276a41e6b65d0390e0e35c6e,Critical Summary: Kommunikasjon,"Write a concise reflection essay exploring kommunikasjon og kunstig intelligens. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Kommunikasjon og kunstig intelligens
task_577cd3c713274159945d54b654365986,Critical Summary: Kommunikasjon,"Using real or synthetic data, perform an in‑depth analysis related to kommunikasjon og kunstig intelligens. Present your results in a short technical memo (max 2 pages).",Kommunikasjon og kunstig intelligens
task_2b5cf47c79b44597b566fff302e94b73,Concept Map: Kommunikasjon,"Write a concise reflection essay exploring kommunikasjon og kunstig intelligens. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Kommunikasjon og kunstig intelligens
task_fb973f2fbdeb461085200dc0f12e8fc3,Workshop: Kommunikasjon,"Develop a project proposal that applies course concepts to kommunikasjon og kunstig intelligens. Include objectives, methodology, timeline, and expected outcomes.",Kommunikasjon og kunstig intelligens
task_0513171ba63b4a5b8d18830fe03fdfb2,Presentation: Kommunikasjon,Complete a detailed case study focusing on kommunikasjon og kunstig intelligens within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Kommunikasjon og kunstig intelligens
task_78ac88b90011417c8602c01795199c14,Research Brief: Kommunikasjon,Design an engaging workshop activity that teaches peers about kommunikasjon og kunstig intelligens. Provide a facilitator’s guide and the necessary handouts.,Kommunikasjon og kunstig intelligens
task_bf19c1f86e0a4154aa3ce5884f49a381,Project Proposal: Kommunikasjon,Complete a detailed case study focusing on kommunikasjon og kunstig intelligens within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Kommunikasjon og kunstig intelligens
task_a6b23ca54ddc4438813a1128fe599842,Project Proposal: Kommunikasjon,"Using real or synthetic data, perform an in‑depth analysis related to kommunikasjon og kunstig intelligens. Present your results in a short technical memo (max 2 pages).",Kommunikasjon og kunstig intelligens
task_8d17af55f92f45eb9d936bbcfef25641,Case Study: Kommunikasjon,Complete a detailed case study focusing on kommunikasjon og kunstig intelligens within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Kommunikasjon og kunstig intelligens
task_191f1ffd72024fddb1c946b731db1256,Group Project: Kommunikasjon,Collaborate with classmates to develop a group presentation on kommunikasjon og kunstig intelligens. Deliver a 10‑minute talk accompanied by visual aids.,Kommunikasjon og kunstig intelligens
task_4fa54080d43a4550bea7d9a46fee805f,Infographic Design: Kommunikasjon,"Write a concise reflection essay exploring kommunikasjon og kunstig intelligens. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Kommunikasjon og kunstig intelligens
task_ab97e1437fc2476ba7f4726a39065fde,Simulation Exercise: Kommunikasjon,Complete a detailed case study focusing on kommunikasjon og kunstig intelligens within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Kommunikasjon og kunstig intelligens
task_a5953bd1be614304ab102d68557edb00,Infographic Design: Kommunikasjon,Draft a research brief summarising current trends and debates surrounding kommunikasjon og kunstig intelligens. Limit your brief to 1000 words.,Kommunikasjon og kunstig intelligens
task_fa95b543f79a42ffb7217d55cfc3e387,Infographic Design: Makroøkonomi,"Develop a project proposal that applies course concepts to makroøkonomi. Include objectives, methodology, timeline, and expected outcomes.",Makroøkonomi
task_40ed4040d3c147f88778506e899062f3,Infographic Design: Makroøkonomi,Draft a research brief summarising current trends and debates surrounding makroøkonomi. Limit your brief to 1000 words.,Makroøkonomi
task_b9e4363eec204f88a6aa91fefa7b0f77,Group Project: Makroøkonomi,Create an informative infographic that illustrates key aspects of makroøkonomi. The file should be ready for digital publication.,Makroøkonomi
task_0e2097af59e143158c27ebfaba936ed2,Simulation Exercise: Makroøkonomi,Collaborate with classmates to develop a group presentation on makroøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Makroøkonomi
task_e7badf8ef60843eaa0dc77f513ddf5b9,Infographic Design: Makroøkonomi,Draft a research brief summarising current trends and debates surrounding makroøkonomi. Limit your brief to 1000 words.,Makroøkonomi
task_b7dfe244c3194f0b8cc6a809da8657c7,Reflection Essay: Makroøkonomi,Draft a research brief summarising current trends and debates surrounding makroøkonomi. Limit your brief to 1000 words.,Makroøkonomi
task_4ba51dfc0fdb43db8e14c265631929ae,Infographic Design: Makroøkonomi,"Write a concise reflection essay exploring makroøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Makroøkonomi
task_6d08b77f004845beb0dc2d01eb901aeb,Critical Summary: Makroøkonomi,"Write a concise reflection essay exploring makroøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Makroøkonomi
task_4d9326cfd3c14a3683198ded3aaaed8e,Simulation Exercise: Makroøkonomi,Complete a detailed case study focusing on makroøkonomi within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Makroøkonomi
task_4bbe8fde2c0f47f0b74f94128dd66e5e,Data Analysis Task: Makroøkonomi,"Using real or synthetic data, perform an in‑depth analysis related to makroøkonomi. Present your results in a short technical memo (max 2 pages).",Makroøkonomi
task_744ce1bb306c4987b7cde8159b73e592,Peer Review: Makroøkonomi,Collaborate with classmates to develop a group presentation on makroøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Makroøkonomi
task_8744515262304e73b20ce1c0e297d98a,Simulation Exercise: Makroøkonomi,Collaborate with classmates to develop a group presentation on makroøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Makroøkonomi
task_4293e6ba264048cd9cf9a07d657f17dc,Reflection Essay: Makroøkonomi,Design an engaging workshop activity that teaches peers about makroøkonomi. Provide a facilitator’s guide and the necessary handouts.,Makroøkonomi
task_7c7864c361934316a3dd7170fe7ba1e5,Presentation: Makroøkonomi,Create an informative infographic that illustrates key aspects of makroøkonomi. The file should be ready for digital publication.,Makroøkonomi
task_6a7219608bbe46469319d915ed6135d3,Infographic Design: Makroøkonomi,Draft a research brief summarising current trends and debates surrounding makroøkonomi. Limit your brief to 1000 words.,Makroøkonomi
task_8e240f47053244779ec4905d791159d0,Data Analysis Task: Makroøkonomi,Design an engaging workshop activity that teaches peers about makroøkonomi. Provide a facilitator’s guide and the necessary handouts.,Makroøkonomi
task_c843548ce6c94c96a1a3181290eec311,Data Analysis Task: Makroøkonomi,Design an engaging workshop activity that teaches peers about makroøkonomi. Provide a facilitator’s guide and the necessary handouts.,Makroøkonomi
task_8a618659116e462b9edadd60294991c9,Simulation Exercise: Makroøkonomi,Draft a research brief summarising current trends and debates surrounding makroøkonomi. Limit your brief to 1000 words.,Makroøkonomi
task_aced4e43bb3d4aae8f10bf1624878b7c,Presentation: Makroøkonomi,Collaborate with classmates to develop a group presentation on makroøkonomi. Deliver a 10‑minute talk accompanied by visual aids.,Makroøkonomi
task_f57bf80007164983bc81be5c4b87e3c4,Research Brief: Makroøkonomi,"Write a concise reflection essay exploring makroøkonomi. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Makroøkonomi
task_e8c09e9135d747c8b2087141e2b233c5,Case Study: Markedsføring,Complete a detailed case study focusing on markedsføring within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Markedsføring
task_9c4ca084990c4752bafbe658f4b1624d,Infographic Design: Markedsføring,Collaborate with classmates to develop a group presentation on markedsføring. Deliver a 10‑minute talk accompanied by visual aids.,Markedsføring
task_0e03a305729348fb810daaffea52ffcf,Reflection Essay: Markedsføring,"Write a concise reflection essay exploring markedsføring. Your essay should be roughly 600 words and demonstrate clear, logical reasoning supported by relevant examples.",Markedsføring
task_251747649bf141a983b5d92e45fd3b7d,Data Analysis Task: Markedsføring,"Develop a project proposal that applies course concepts to markedsføring. Include objectives, methodology, timeline, and expected outcomes.",Markedsføring
task_0f05ba2bb50a4ebe936e4813f80fb092,Infographic Design: Markedsføring,"Using real or synthetic data, perform an in‑depth analysis related to markedsføring. Present your results in a short technical memo (max 2 pages).",Markedsføring
task_57efad6608a64fa5b217897f3b0e2f30,Data Analysis Task: Markedsføring,"Develop a project proposal that applies course concepts to markedsføring. Include objectives, methodology, timeline, and expected outcomes.",Markedsføring
task_2989997263d94a03b11dff864eb3f275,Project Proposal: Markedsføring,Complete a detailed case study focusing on markedsføring within the scope of the course. Submit a 700‑word report and be prepared to discuss your findings in class.,Markedsføring
task_98b4c5d343d44260b9576674b40010f5,Case Study: Markedsføring,Create an informative infographic that illustrates key aspects of markedsføring. The file should be ready for digital publication.,Markedsføring
task_c0cf3e2e619d4a4baa9b1a30803039ff,Data Analysis Task: Markedsføring,Design an engaging workshop activity that teaches peers about markedsføring. Provide a facilitator’s guide and the necessary handouts.,Markedsføring
task_6dc233f1ce30468b8929c1f0c44edb87,Presentation: Markedsføring,"Develop a project proposal that applies course concepts to markedsføring. Include objectives, methodology, timeline, and expected outcomes.",Markedsføring
task_dca3492eaef94069ba03579f6a6198ce,Peer Review: Markedsføring,Create an informative infographic that illustrates key aspects of markedsføring. The file should be ready for digital publication.,Markedsføring
task_0364b5cdc0424b6bafb95bb4a1abb090,Data Analysis Task: Markedsføring,Design an engaging workshop activity that teaches peers about markedsføring. Provide a facilitator’s guide and the necessary handouts.,Markedsføring
task_b4db49aaa0084d20af27e0b13cfad29b,Reflection Essay: Markedsføring,Create an informative infographic that illustrates key aspects of markedsføring. The file should be ready for digital publication.,Markedsføring
